ds;USD;País;Último;Máxima;lag_Estadual
2025-06-01;5.993920655919183;43.28570669976476;13697.961872934118;16028.452049260408;41.87601962950378
2025-07-01;5.97799327764719;42.901407647258615;12393.965655416343;15891.308325382308;41.87096960780346
2025-08-01;5.91257958279846;42.58498339186066;11126.686333124588;12178.616352904919;40.98816929102733
2025-09-01;5.953368097485062;43.056342635464624;10258.156703011315;11430.357326789408;40.98310708302775
2025-10-01;6.021860375693352;43.400296168050865;10965.579833743932;11023.802377132497;41.180097613644605
2025-11-01;6.045917214132887;43.8041228112224;9991.366558567364;10301.996870461624;41.398543365031834
2025-12-01;6.09419017460413;44.19229559668049;12011.92583628703;11185.191138318327;41.720349786320384
2026-01-01;6.144435917953552;44.53757010215003;11419.957780844012;11141.56728123318;42.32084277102739
2026-02-01;6.100375853341017;44.74452397478772;11839.080682173568;10973.679969046641;42.65871388816313
2026-03-01;6.132585474089507;45.12417630922376;11582.995607660283;12049.674853126446;43.293698975634214
2026-04-01;6.219020932180626;45.26357851184133;11766.560350471811;11388.487376514682;43.772910898420584
2026-05-01;6.227674617919489;45.14627739393935;11570.605071276603;12141.43719531141;43.695452255938775
2026-06-01;6.277252132638181;45.03505712745958;10396.825426587042;12841.270802316565;43.57054545342773
2026-07-01;6.269313306233983;44.61817681290336;8966.79886475374;12023.43836383619;43.61864317206166
2026-08-01;6.228820778042888;44.29033258959172;7895.912510165712;8704.619836272412;42.753487662770354
2026-09-01;6.290234354428923;44.70880619395599;6877.938227737035;8015.277996613235;42.63670577191012
