Data,Estadual,País,USD,Previsão,Cultivo,model
2020-09-01,130.84,128.30,5.46,128.18,Soja,PROPHET
2020-10-01,156.80,147.41,5.40,147.86,Soja,PROPHET
2020-11-01,169.19,157.40,5.63,160.39,Soja,PROPHET
2020-12-01,147.91,140.93,5.42,145.90,Soja,PROPHET
2021-01-01,147.66,148.77,5.15,148.66,Soja,PROPHET
2021-02-01,150.39,154.53,5.36,153.07,Soja,PROPHET
2021-03-01,156.56,158.79,5.42,158.33,Soja,PROPHET
2021-04-01,160.89,163.29,5.65,163.99,Soja,PROPHET
2021-05-01,162.83,164.07,5.56,166.77,Soja,PROPHET
2021-06-01,149.74,152.11,5.29,156.17,Soja,PROPHET
2021-07-01,153.24,151.79,5.03,153.50,Soja,PROPHET
2021-08-01,164.32,158.44,5.16,159.89,Soja,PROPHET
2021-09-01,163.28,159.30,5.25,162.53,Soja,PROPHET
2021-10-01,159.13,160.01,5.28,163.18,Soja,PROPHET
2021-11-01,150.71,156.22,5.54,159.33,Soja,PROPHET
2021-12-01,147.78,158.54,5.56,159.54,Soja,PROPHET
2022-01-01,157.66,168.35,5.65,166.78,Soja,PROPHET
2022-02-01,172.87,183.75,5.53,181.24,Soja,PROPHET
2022-03-01,179.29,192.00,5.20,191.15,Soja,PROPHET
2022-04-01,163.83,175.30,4.97,177.42,Soja,PROPHET
2022-05-01,169.63,179.88,4.76,180.89,Soja,PROPHET
2022-06-01,167.08,177.16,4.96,179.32,Soja,PROPHET
2022-07-01,162.76,173.12,5.05,175.16,Soja,PROPHET
2022-08-01,160.77,170.17,5.37,172.43,Soja,PROPHET
2022-09-01,160.68,169.26,5.14,171.49,Soja,PROPHET
2022-10-01,160.13,167.21,5.24,169.17,Soja,PROPHET
2022-11-01,166.42,170.19,5.25,171.59,Soja,PROPHET
2022-12-01,161.23,167.87,5.27,169.96,Soja,PROPHET
2023-01-01,153.84,164.90,5.24,165.56,Soja,PROPHET
2023-02-01,146.95,159.62,5.20,159.50,Soja,PROPHET
2023-03-01,140.09,151.79,5.17,151.93,Soja,PROPHET
2023-04-01,125.23,135.93,5.21,137.20,Soja,PROPHET
2023-05-01,112.07,122.05,5.02,124.09,Soja,PROPHET
2023-06-01,107.77,119.32,4.98,119.97,Soja,PROPHET
2023-07-01,110.87,126.52,4.85,125.88,Soja,PROPHET
2023-08-01,117.40,130.76,4.80,130.80,Soja,PROPHET
2023-09-01,119.25,130.98,4.90,131.96,Soja,PROPHET
2023-10-01,119.63,128.00,4.94,128.37,Soja,PROPHET
2023-11-01,121.24,130.54,5.06,130.45,Soja,PROPHET
2023-12-01,122.95,130.42,4.90,130.52,Soja,PROPHET
2024-01-01,107.74,116.93,4.90,117.76,Soja,PROPHET
2024-02-01,97.64,105.35,4.91,105.29,Soja,PROPHET
2024-03-01,103.25,106.57,4.96,105.00,Soja,PROPHET
2024-04-01,108.18,113.13,4.98,112.53,Soja,PROPHET
2024-05-01,114.00,118.23,5.13,119.49,Soja,PROPHET
2024-06-01,118.97,121.40,5.13,123.09,Soja,PROPHET
2024-07-01,120.04,121.73,5.39,123.29,Soja,PROPHET
2024-08-01,117.55,119.20,5.54,120.02,Soja,PROPHET
2024-09-01,123.72,123.66,5.55,124.91,Soja,PROPHET
2024-10-01,0.00,95.29,5.68,96.18,Soja,PROPHET
2024-11-01,0.00,95.80,5.76,96.82,Soja,PROPHET
2024-12-01,0.00,95.96,5.82,95.82,Soja,PROPHET
2025-01-01,0.00,94.87,5.86,93.38,Soja,PROPHET
2025-02-01,0.00,93.55,5.74,91.00,Soja,PROPHET
2025-03-01,0.00,96.03,5.84,94.28,Soja,PROPHET
2025-04-01,0.00,95.78,5.89,94.94,Soja,PROPHET
2025-05-01,0.00,96.88,5.93,97.52,Soja,PROPHET
2025-06-01,0.00,98.04,5.99,99.00,Soja,PROPHET
2025-07-01,0.00,98.88,5.98,99.39,Soja,PROPHET
2025-08-01,0.00,97.59,5.91,97.92,Soja,PROPHET
2025-09-01,0.00,99.06,5.95,99.57,Soja,PROPHET
2025-10-01,0.00,98.84,6.02,99.86,Soja,PROPHET
2025-11-01,0.00,99.26,6.05,100.23,Soja,PROPHET
2025-12-01,0.00,99.34,6.09,99.54,Soja,PROPHET
2026-01-01,0.00,98.39,6.14,97.42,Soja,PROPHET
2026-02-01,0.00,97.40,6.10,95.65,Soja,PROPHET
2026-03-01,0.00,99.40,6.13,98.08,Soja,PROPHET
2026-04-01,0.00,99.32,6.22,98.76,Soja,PROPHET
2026-05-01,0.00,100.38,6.23,101.17,Soja,PROPHET
2026-06-01,0.00,101.59,6.28,102.71,Soja,PROPHET
2026-07-01,0.00,102.28,6.27,103.26,Soja,PROPHET
2026-08-01,0.00,101.26,6.23,102.48,Soja,PROPHET
2026-09-01,0.00,102.70,6.29,103.97,Soja,PROPHET
2004-03-01,16.99,17.57,2.91,0.00,Milho,PROPHET
2004-04-01,19.89,19.49,2.91,0.00,Milho,PROPHET
2004-05-01,19.80,20.25,3.10,0.00,Milho,PROPHET
2004-06-01,17.93,19.01,3.13,0.00,Milho,PROPHET
2004-07-01,16.49,17.71,3.04,0.00,Milho,PROPHET
2004-08-01,15.48,16.91,3.00,0.00,Milho,PROPHET
2004-09-01,15.63,16.98,2.89,0.00,Milho,PROPHET
2004-10-01,14.83,16.41,2.85,0.00,Milho,PROPHET
2004-11-01,14.69,15.78,2.79,0.00,Milho,PROPHET
2004-12-01,14.11,15.68,2.72,0.00,Milho,PROPHET
2005-01-01,14.10,15.91,2.69,0.00,Milho,PROPHET
2005-02-01,16.54,17.15,2.60,0.00,Milho,PROPHET
2005-03-01,17.30,17.94,2.70,0.00,Milho,PROPHET
2005-04-01,16.82,17.63,2.58,0.00,Milho,PROPHET
2005-05-01,16.71,17.26,2.45,0.00,Milho,PROPHET
2005-06-01,16.65,17.16,2.41,0.00,Milho,PROPHET
2005-07-01,15.67,16.93,2.37,0.00,Milho,PROPHET
2005-08-01,15.41,16.51,2.36,0.00,Milho,PROPHET
2005-09-01,14.02,15.63,2.29,0.00,Milho,PROPHET
2005-10-01,12.48,14.51,2.26,0.00,Milho,PROPHET
2005-11-01,12.16,14.03,2.21,0.00,Milho,PROPHET
2005-12-01,12.51,14.64,2.29,0.00,Milho,PROPHET
2006-01-01,13.20,14.73,2.27,0.00,Milho,PROPHET
2006-02-01,11.37,13.51,2.16,0.00,Milho,PROPHET
2006-03-01,10.87,12.57,2.15,0.00,Milho,PROPHET
2006-04-01,12.24,13.42,2.13,0.00,Milho,PROPHET
2006-05-01,13.18,14.53,2.18,0.00,Milho,PROPHET
2006-06-01,13.03,14.44,2.25,0.00,Milho,PROPHET
2006-07-01,12.55,13.91,2.19,0.00,Milho,PROPHET
2006-08-01,12.75,14.20,2.16,0.00,Milho,PROPHET
2006-09-01,13.91,15.64,2.17,0.00,Milho,PROPHET
2006-10-01,16.19,17.27,2.15,0.00,Milho,PROPHET
2006-11-01,17.73,18.44,2.16,0.00,Milho,PROPHET
2006-12-01,18.08,18.71,2.15,0.00,Milho,PROPHET
2007-01-01,17.30,18.33,2.14,0.00,Milho,PROPHET
2007-02-01,17.07,17.86,2.10,0.00,Milho,PROPHET
2007-03-01,15.28,16.92,2.09,0.00,Milho,PROPHET
2007-04-01,14.81,16.51,2.03,0.00,Milho,PROPHET
2007-05-01,14.83,16.48,1.98,0.00,Milho,PROPHET
2007-06-01,14.74,16.56,1.93,0.00,Milho,PROPHET
2007-07-01,16.67,17.88,1.88,0.00,Milho,PROPHET
2007-08-01,20.17,20.78,1.97,0.00,Milho,PROPHET
2007-09-01,19.96,21.55,1.90,0.00,Milho,PROPHET
2007-10-01,22.13,23.43,1.80,0.00,Milho,PROPHET
2007-11-01,24.96,26.27,1.77,0.00,Milho,PROPHET
2007-12-01,22.81,25.37,1.79,0.00,Milho,PROPHET
2008-01-01,21.37,24.09,1.77,0.00,Milho,PROPHET
2008-02-01,20.50,23.99,1.73,0.00,Milho,PROPHET
2008-03-01,20.18,23.68,1.71,0.00,Milho,PROPHET
2008-04-01,20.61,23.64,1.69,0.00,Milho,PROPHET
2008-05-01,19.83,23.20,1.66,0.00,Milho,PROPHET
2008-06-01,21.98,24.20,1.62,0.00,Milho,PROPHET
2008-07-01,19.04,21.90,1.59,0.00,Milho,PROPHET
2008-08-01,18.11,20.78,1.61,0.00,Milho,PROPHET
2008-09-01,17.34,19.66,1.80,0.00,Milho,PROPHET
2008-10-01,16.20,18.31,2.17,0.00,Milho,PROPHET
2008-11-01,15.55,18.23,2.27,0.00,Milho,PROPHET
2008-12-01,17.17,20.34,2.39,0.00,Milho,PROPHET
2009-01-01,17.89,20.59,2.31,0.00,Milho,PROPHET
2009-02-01,16.63,18.94,2.31,0.00,Milho,PROPHET
2009-03-01,16.67,18.45,2.31,0.00,Milho,PROPHET
2009-04-01,17.58,19.20,2.21,0.00,Milho,PROPHET
2009-05-01,17.48,19.42,2.06,0.00,Milho,PROPHET
2009-06-01,15.96,18.33,1.96,0.00,Milho,PROPHET
2009-07-01,15.07,17.58,1.93,0.00,Milho,PROPHET
2009-08-01,14.77,16.83,1.85,0.00,Milho,PROPHET
2009-09-01,15.06,16.59,1.82,0.00,Milho,PROPHET
2009-10-01,15.61,17.12,1.74,0.00,Milho,PROPHET
2009-11-01,15.04,16.76,1.73,0.00,Milho,PROPHET
2009-12-01,14.79,16.55,1.75,0.00,Milho,PROPHET
2010-01-01,14.47,15.67,1.78,0.00,Milho,PROPHET
2010-02-01,14.06,15.35,1.84,0.00,Milho,PROPHET
2010-03-01,13.82,15.21,1.79,0.00,Milho,PROPHET
2010-04-01,13.84,15.23,1.76,0.00,Milho,PROPHET
2010-05-01,14.17,15.64,1.81,0.00,Milho,PROPHET
2010-06-01,13.43,15.35,1.81,0.00,Milho,PROPHET
2010-07-01,14.09,16.27,1.77,0.00,Milho,PROPHET
2010-08-01,16.35,18.32,1.76,0.00,Milho,PROPHET
2010-09-01,18.06,20.07,1.72,0.00,Milho,PROPHET
2010-10-01,20.03,22.11,1.68,0.00,Milho,PROPHET
2010-11-01,19.97,22.68,1.71,0.00,Milho,PROPHET
2010-12-01,20.68,23.35,1.69,0.00,Milho,PROPHET
2011-01-01,22.34,24.80,1.67,0.00,Milho,PROPHET
2011-02-01,23.05,25.02,1.67,0.00,Milho,PROPHET
2011-03-01,23.79,25.44,1.66,0.00,Milho,PROPHET
2011-04-01,23.64,25.16,1.59,0.00,Milho,PROPHET
2011-05-01,23.79,25.21,1.61,0.00,Milho,PROPHET
2011-06-01,23.89,25.07,1.59,0.00,Milho,PROPHET
2011-07-01,22.97,24.87,1.56,0.00,Milho,PROPHET
2011-08-01,23.05,25.04,1.60,0.00,Milho,PROPHET
2011-09-01,22.20,24.80,1.75,0.00,Milho,PROPHET
2011-10-01,22.03,24.64,1.77,0.00,Milho,PROPHET
2011-11-01,20.54,23.75,1.79,0.00,Milho,PROPHET
2011-12-01,22.09,24.81,1.84,0.00,Milho,PROPHET
2012-01-01,23.35,25.41,1.79,0.00,Milho,PROPHET
2012-02-01,22.97,25.14,1.72,0.00,Milho,PROPHET
2012-03-01,21.92,24.04,1.80,0.00,Milho,PROPHET
2012-04-01,20.88,22.46,1.85,0.00,Milho,PROPHET
2012-05-01,20.37,21.84,1.99,0.00,Milho,PROPHET
2012-06-01,22.70,22.91,2.05,0.00,Milho,PROPHET
2012-07-01,26.97,26.15,2.03,0.00,Milho,PROPHET
2012-08-01,25.77,26.70,2.03,0.00,Milho,PROPHET
2012-09-01,24.69,26.44,2.03,0.00,Milho,PROPHET
2012-10-01,26.35,27.33,2.03,0.00,Milho,PROPHET
2012-11-01,27.81,28.45,2.07,0.00,Milho,PROPHET
2012-12-01,26.40,27.77,2.08,0.00,Milho,PROPHET
2013-01-01,25.84,27.66,2.03,0.00,Milho,PROPHET
2013-02-01,23.65,26.54,1.97,0.00,Milho,PROPHET
2013-03-01,20.36,24.15,1.98,0.00,Milho,PROPHET
2013-04-01,19.46,22.64,2.00,0.00,Milho,PROPHET
2013-05-01,20.06,22.02,2.03,0.00,Milho,PROPHET
2013-06-01,19.66,21.51,2.17,0.00,Milho,PROPHET
2013-07-01,17.92,20.47,2.25,0.00,Milho,PROPHET
2013-08-01,18.20,20.64,2.34,0.00,Milho,PROPHET
2013-09-01,17.72,20.51,2.27,0.00,Milho,PROPHET
2013-10-01,17.93,20.78,2.19,0.00,Milho,PROPHET
2013-11-01,18.95,21.19,2.30,0.00,Milho,PROPHET
2013-12-01,19.74,21.65,2.35,0.00,Milho,PROPHET
2014-01-01,20.84,22.27,2.38,0.00,Milho,PROPHET
2014-02-01,23.34,23.80,2.38,0.00,Milho,PROPHET
2014-03-01,23.46,24.66,2.33,0.00,Milho,PROPHET
2014-04-01,22.48,23.85,2.23,0.00,Milho,PROPHET
2014-05-01,20.60,22.28,2.22,0.00,Milho,PROPHET
2014-06-01,19.05,20.47,2.24,0.00,Milho,PROPHET
2014-07-01,18.62,19.86,2.22,0.00,Milho,PROPHET
2014-08-01,18.23,19.60,2.27,0.00,Milho,PROPHET
2014-09-01,18.04,19.75,2.33,0.00,Milho,PROPHET
2014-10-01,19.77,21.64,2.45,0.00,Milho,PROPHET
2014-11-01,21.61,22.99,2.55,0.00,Milho,PROPHET
2014-12-01,21.38,22.84,2.64,0.00,Milho,PROPHET
2015-01-01,21.05,22.46,2.63,0.00,Milho,PROPHET
2015-02-01,21.84,22.95,2.82,0.00,Milho,PROPHET
2015-03-01,21.75,22.92,3.14,0.00,Milho,PROPHET
2015-04-01,20.09,21.59,3.04,0.00,Milho,PROPHET
2015-05-01,19.78,20.93,3.06,0.00,Milho,PROPHET
2015-06-01,20.99,21.29,3.11,0.00,Milho,PROPHET
2015-07-01,21.48,22.00,3.22,0.00,Milho,PROPHET
2015-08-01,22.82,23.80,3.51,0.00,Milho,PROPHET
2015-09-01,25.19,26.12,3.91,0.00,Milho,PROPHET
2015-10-01,25.12,26.90,3.88,0.00,Milho,PROPHET
2015-11-01,25.07,27.76,3.78,0.00,Milho,PROPHET
2015-12-01,28.20,30.05,3.87,0.00,Milho,PROPHET
2016-01-01,33.16,34.16,4.05,0.00,Milho,PROPHET
2016-02-01,33.91,36.46,3.97,0.00,Milho,PROPHET
2016-03-01,36.51,39.62,3.70,0.00,Milho,PROPHET
2016-04-01,39.73,43.58,3.57,0.00,Milho,PROPHET
2016-05-01,40.15,44.44,3.54,0.00,Milho,PROPHET
2016-06-01,34.80,40.83,3.42,0.00,Milho,PROPHET
2016-07-01,36.23,41.49,3.28,0.00,Milho,PROPHET
2016-08-01,32.71,39.52,3.21,0.00,Milho,PROPHET
2016-09-01,33.35,38.64,3.26,0.00,Milho,PROPHET
2016-10-01,30.89,36.60,3.19,0.00,Milho,PROPHET
2016-11-01,29.85,33.69,3.34,0.00,Milho,PROPHET
2016-12-01,28.60,31.29,3.35,0.00,Milho,PROPHET
2017-01-01,26.49,28.63,3.20,0.00,Milho,PROPHET
2017-02-01,24.47,26.22,3.10,0.00,Milho,PROPHET
2017-03-01,21.84,23.15,3.13,0.00,Milho,PROPHET
2017-04-01,21.42,22.18,3.14,0.00,Milho,PROPHET
2017-05-01,20.93,21.38,3.21,0.00,Milho,PROPHET
2017-06-01,20.00,20.69,3.30,0.00,Milho,PROPHET
2017-07-01,18.43,20.40,3.21,0.00,Milho,PROPHET
2017-08-01,19.56,21.78,3.15,0.00,Milho,PROPHET
2017-09-01,21.41,23.66,3.13,0.00,Milho,PROPHET
2017-10-01,22.56,24.74,3.19,0.00,Milho,PROPHET
2017-11-01,23.51,25.25,3.26,0.00,Milho,PROPHET
2017-12-01,23.78,25.62,3.29,0.00,Milho,PROPHET
2018-01-01,23.86,25.93,3.21,0.00,Milho,PROPHET
2018-02-01,28.89,29.29,3.24,0.00,Milho,PROPHET
2018-03-01,31.93,32.27,3.28,0.00,Milho,PROPHET
2018-04-01,32.89,33.07,3.41,0.00,Milho,PROPHET
2018-05-01,33.73,33.40,3.64,0.00,Milho,PROPHET
2018-06-01,31.06,31.57,3.77,0.00,Milho,PROPHET
2018-07-01,32.58,33.19,3.83,0.00,Milho,PROPHET
2018-08-01,33.26,34.72,3.93,0.00,Milho,PROPHET
2018-09-01,30.74,32.94,4.12,0.00,Milho,PROPHET
2018-10-01,28.31,31.06,3.76,0.00,Milho,PROPHET
2018-11-01,28.96,31.07,3.79,0.00,Milho,PROPHET
2018-12-01,29.84,31.11,3.89,0.00,Milho,PROPHET
2019-01-01,31.16,31.59,3.74,0.00,Milho,PROPHET
2019-02-01,31.66,32.12,3.72,0.00,Milho,PROPHET
2019-03-01,28.71,31.14,3.85,0.00,Milho,PROPHET
2019-04-01,26.83,29.42,3.90,0.00,Milho,PROPHET
2019-05-01,29.73,30.43,4.00,0.00,Milho,PROPHET
2019-06-01,30.14,31.04,3.86,0.00,Milho,PROPHET
2019-07-01,29.14,30.82,3.78,0.00,Milho,PROPHET
2019-08-01,28.46,30.87,4.02,0.00,Milho,PROPHET
2019-09-01,31.44,32.71,4.12,0.00,Milho,PROPHET
2019-10-01,33.74,34.75,4.09,0.00,Milho,PROPHET
2019-11-01,36.50,37.34,4.16,0.00,Milho,PROPHET
2019-12-01,39.05,40.24,4.11,0.00,Milho,PROPHET
2020-01-01,40.14,43.14,4.15,0.00,Milho,PROPHET
2020-02-01,41.94,44.55,4.34,0.00,Milho,PROPHET
2020-03-01,41.84,44.72,4.88,0.00,Milho,PROPHET
2020-04-01,40.21,42.63,5.33,0.00,Milho,PROPHET
2020-05-01,39.54,41.34,5.64,0.00,Milho,PROPHET
2020-06-01,41.50,42.00,5.20,0.00,Milho,PROPHET
2020-07-01,45.27,45.84,5.28,44.14,Milho,PROPHET
2020-08-01,45.27,45.84,5.28,43.90,Milho,PROPHET
2020-09-01,50.01,51.58,5.46,48.64,Milho,PROPHET
2020-10-01,57.24,60.42,5.40,56.22,Milho,PROPHET
2020-11-01,67.78,72.02,5.63,66.38,Milho,PROPHET
2020-12-01,64.79,69.21,5.42,64.36,Milho,PROPHET
2021-01-01,70.37,72.58,5.15,67.03,Milho,PROPHET
2021-02-01,73.25,75.30,5.36,69.78,Milho,PROPHET
2021-03-01,76.70,76.68,5.42,71.10,Milho,PROPHET
2021-04-01,86.88,82.70,5.65,76.95,Milho,PROPHET
2021-05-01,93.36,88.83,5.56,81.96,Milho,PROPHET
2021-06-01,81.48,82.35,5.29,76.35,Milho,PROPHET
2021-07-01,83.80,83.71,5.03,77.02,Milho,PROPHET
2021-08-01,93.10,89.09,5.16,81.33,Milho,PROPHET
2021-09-01,86.50,85.34,5.25,77.91,Milho,PROPHET
2021-10-01,85.23,83.04,5.28,76.06,Milho,PROPHET
2021-11-01,78.65,79.59,5.54,73.51,Milho,PROPHET
2021-12-01,80.51,79.51,5.56,73.79,Milho,PROPHET
2022-01-01,87.22,86.19,5.65,79.58,Milho,PROPHET
2022-02-01,91.67,89.46,5.53,82.70,Milho,PROPHET
2022-03-01,93.68,89.66,5.20,83.03,Milho,PROPHET
2022-04-01,80.02,82.17,4.97,76.36,Milho,PROPHET
2022-05-01,81.32,81.66,4.76,75.63,Milho,PROPHET
2022-06-01,80.87,79.74,4.96,74.41,Milho,PROPHET
2022-07-01,76.22,76.48,5.05,71.44,Milho,PROPHET
2022-08-01,76.03,76.63,5.37,71.67,Milho,PROPHET
2022-09-01,76.74,78.13,5.14,72.70,Milho,PROPHET
2022-10-01,77.08,77.96,5.24,72.49,Milho,PROPHET
2022-11-01,77.42,78.21,5.25,72.79,Milho,PROPHET
2022-12-01,75.73,77.31,5.27,72.15,Milho,PROPHET
2023-01-01,77.40,78.22,5.24,73.00,Milho,PROPHET
2023-02-01,76.49,76.94,5.20,71.92,Milho,PROPHET
2023-03-01,75.17,74.78,5.17,70.51,Milho,PROPHET
2023-04-01,66.38,67.89,5.21,64.13,Milho,PROPHET
2023-05-01,50.60,54.87,5.02,52.75,Milho,PROPHET
2023-06-01,47.36,48.96,4.98,48.22,Milho,PROPHET
2023-07-01,46.58,47.85,4.85,46.90,Milho,PROPHET
2023-08-01,45.61,47.30,4.80,45.92,Milho,PROPHET
2023-09-01,44.12,47.73,4.90,46.41,Milho,PROPHET
2023-10-01,45.06,48.11,4.94,46.55,Milho,PROPHET
2023-11-01,45.95,50.30,5.06,48.62,Milho,PROPHET
2023-12-01,50.48,56.47,4.90,53.68,Milho,PROPHET
2024-01-01,50.84,57.74,4.90,54.95,Milho,PROPHET
2024-02-01,49.63,53.70,4.91,51.54,Milho,PROPHET
2024-03-01,47.60,52.25,4.96,50.41,Milho,PROPHET
2024-04-01,49.06,51.92,4.98,50.28,Milho,PROPHET
2024-05-01,50.40,52.43,5.13,51.02,Milho,PROPHET
2024-06-01,50.49,52.55,5.13,50.75,Milho,PROPHET
2024-07-01,49.24,51.44,5.39,50.12,Milho,PROPHET
2024-08-01,50.52,52.66,5.54,51.21,Milho,PROPHET
2024-09-01,51.74,54.56,5.55,52.56,Milho,PROPHET
2024-10-01,0.00,41.86,5.68,41.01,Milho,PROPHET
2024-11-01,0.00,42.31,5.76,41.51,Milho,PROPHET
2024-12-01,0.00,42.62,5.82,42.25,Milho,PROPHET
2025-01-01,0.00,42.81,5.86,42.22,Milho,PROPHET
2025-02-01,0.00,42.64,5.74,42.19,Milho,PROPHET
2025-03-01,0.00,43.86,5.84,43.46,Milho,PROPHET
2025-04-01,0.00,43.76,5.89,43.31,Milho,PROPHET
2025-05-01,0.00,43.51,5.93,43.18,Milho,PROPHET
2025-06-01,0.00,43.29,5.99,43.08,Milho,PROPHET
2025-07-01,0.00,42.90,5.98,42.81,Milho,PROPHET
2025-08-01,0.00,42.58,5.91,42.29,Milho,PROPHET
2025-09-01,0.00,43.06,5.95,42.45,Milho,PROPHET
2025-10-01,0.00,43.40,6.02,42.77,Milho,PROPHET
2025-11-01,0.00,43.80,6.05,43.22,Milho,PROPHET
2025-12-01,0.00,44.19,6.09,43.87,Milho,PROPHET
2026-01-01,0.00,44.54,6.14,44.13,Milho,PROPHET
2026-02-01,0.00,44.74,6.10,44.48,Milho,PROPHET
2026-03-01,0.00,45.12,6.13,45.08,Milho,PROPHET
2026-04-01,0.00,45.26,6.22,44.96,Milho,PROPHET
2026-05-01,0.00,45.15,6.23,44.87,Milho,PROPHET
2026-06-01,0.00,45.04,6.28,45.09,Milho,PROPHET
2026-07-01,0.00,44.62,6.27,44.70,Milho,PROPHET
2026-08-01,0.00,44.29,6.23,44.14,Milho,PROPHET
2026-09-01,0.00,44.71,6.29,44.40,Milho,PROPHET
2004-03-01,25.00,24.29,2.91,0.00,Trigo,PROPHET
2004-04-01,27.34,26.45,2.91,0.00,Trigo,PROPHET
2004-05-01,29.68,28.63,3.10,0.00,Trigo,PROPHET
2004-06-01,30.26,29.91,3.13,0.00,Trigo,PROPHET
2004-07-01,27.54,27.79,3.04,0.00,Trigo,PROPHET
2004-08-01,25.11,25.26,3.00,0.00,Trigo,PROPHET
2004-09-01,23.15,23.53,2.89,0.00,Trigo,PROPHET
2004-10-01,21.47,21.75,2.85,0.00,Trigo,PROPHET
2004-11-01,21.13,20.92,2.79,0.00,Trigo,PROPHET
2004-12-01,19.76,29.81,2.72,0.00,Trigo,PROPHET
2005-01-01,19.83,19.61,2.69,0.00,Trigo,PROPHET
2005-02-01,21.77,21.32,2.60,0.00,Trigo,PROPHET
2005-03-01,23.73,23.55,2.70,0.00,Trigo,PROPHET
2005-04-01,23.44,23.29,2.58,0.00,Trigo,PROPHET
2005-05-01,20.94,21.09,2.45,0.00,Trigo,PROPHET
2005-06-01,20.28,20.37,2.41,0.00,Trigo,PROPHET
2005-07-01,20.27,19.97,2.37,0.00,Trigo,PROPHET
2005-08-01,19.13,18.86,2.36,0.00,Trigo,PROPHET
2005-09-01,18.38,17.93,2.29,0.00,Trigo,PROPHET
2005-10-01,18.42,18.11,2.26,0.00,Trigo,PROPHET
2005-11-01,19.66,19.03,2.21,0.00,Trigo,PROPHET
2005-12-01,19.98,19.37,2.29,0.00,Trigo,PROPHET
2006-01-01,19.98,19.44,2.27,0.00,Trigo,PROPHET
2006-02-01,19.34,19.01,2.16,0.00,Trigo,PROPHET
2006-03-01,19.15,18.76,2.15,0.00,Trigo,PROPHET
2006-04-01,19.24,18.86,2.13,0.00,Trigo,PROPHET
2006-05-01,19.45,19.24,2.18,0.00,Trigo,PROPHET
2006-06-01,19.76,19.52,2.25,0.00,Trigo,PROPHET
2006-07-01,20.34,19.98,2.19,0.00,Trigo,PROPHET
2006-08-01,21.51,21.14,2.16,0.00,Trigo,PROPHET
2006-09-01,25.23,24.71,2.17,0.00,Trigo,PROPHET
2006-10-01,27.74,27.12,2.15,0.00,Trigo,PROPHET
2006-11-01,27.10,26.46,2.16,0.00,Trigo,PROPHET
2006-12-01,26.32,25.66,2.15,0.00,Trigo,PROPHET
2007-01-01,25.66,25.71,2.14,0.00,Trigo,PROPHET
2007-02-01,24.60,24.79,2.10,0.00,Trigo,PROPHET
2007-03-01,24.57,24.79,2.09,0.00,Trigo,PROPHET
2007-04-01,25.32,25.31,2.03,0.00,Trigo,PROPHET
2007-05-01,25.56,25.73,1.98,0.00,Trigo,PROPHET
2007-06-01,26.03,26.43,1.93,0.00,Trigo,PROPHET
2007-07-01,29.48,28.57,1.88,0.00,Trigo,PROPHET
2007-08-01,34.58,31.68,1.97,0.00,Trigo,PROPHET
2007-09-01,33.15,31.29,1.90,0.00,Trigo,PROPHET
2007-10-01,30.90,29.05,1.80,0.00,Trigo,PROPHET
2007-11-01,29.90,28.15,1.77,0.00,Trigo,PROPHET
2007-12-01,32.23,29.40,1.79,0.00,Trigo,PROPHET
2008-01-01,34.32,30.68,1.77,0.00,Trigo,PROPHET
2008-02-01,37.19,33.55,1.73,0.00,Trigo,PROPHET
2008-03-01,40.63,37.50,1.71,0.00,Trigo,PROPHET
2008-04-01,40.98,38.04,1.69,0.00,Trigo,PROPHET
2008-05-01,40.09,37.39,1.66,0.00,Trigo,PROPHET
2008-06-01,37.49,35.58,1.62,0.00,Trigo,PROPHET
2008-07-01,31.11,30.98,1.59,0.00,Trigo,PROPHET
2008-08-01,27.83,27.48,1.61,0.00,Trigo,PROPHET
2008-09-01,26.59,26.35,1.80,0.00,Trigo,PROPHET
2008-10-01,25.89,25.52,2.17,0.00,Trigo,PROPHET
2008-11-01,25.34,24.90,2.27,0.00,Trigo,PROPHET
2008-12-01,25.92,25.18,2.39,0.00,Trigo,PROPHET
2009-01-01,28.16,26.24,2.31,0.00,Trigo,PROPHET
2009-02-01,28.91,26.46,2.31,0.00,Trigo,PROPHET
2009-03-01,28.53,25.93,2.31,0.00,Trigo,PROPHET
2009-04-01,28.09,25.79,2.21,0.00,Trigo,PROPHET
2009-05-01,27.62,25.75,2.06,0.00,Trigo,PROPHET
2009-06-01,27.57,24.93,1.96,0.00,Trigo,PROPHET
2009-07-01,26.67,23.89,1.93,0.00,Trigo,PROPHET
2009-08-01,25.11,23.25,1.85,0.00,Trigo,PROPHET
2009-09-01,24.73,23.15,1.82,0.00,Trigo,PROPHET
2009-10-01,24.61,23.05,1.74,0.00,Trigo,PROPHET
2009-11-01,24.50,22.95,1.73,0.00,Trigo,PROPHET
2009-12-01,23.94,22.79,1.75,0.00,Trigo,PROPHET
2010-01-01,23.83,22.81,1.78,0.00,Trigo,PROPHET
